provider.name,dataProvider.name,collection.id,collection.title,count
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 451, suppl. 2.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 157.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 141.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 196.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,A.I. 26,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; Q. 37.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 400.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Office of Experiment Stations) ; no. 118.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 61.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Report (Forest Products Laboratory (U.S.)) ; no. 492.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 449,rev.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 207.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Porto Rico Agricultural Experiment Station) ; no. 23.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Entomology) ; no. 121.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Bureau of Animal Industry) ; no. 47-1.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 168.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 578-26.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,USDA Federal Experiment Station Puerto Rico Bulletin ; 34.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 411.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; Q. 73.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 368.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 56.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Bureau of Biological Survey) ; no. 39.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 48.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,TS (United States. Bureau of Agricultural Economics),1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Office of Experiment Stations) ; no. 132.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Plant Industry) ; no. 125.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,A 15,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Porto Rico Agricultural Experiment Station) ; no. 29.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; no.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,S.R.S. doc. ; 62.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Plant Industry) ; no. 55.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 514, 2nd rev., suppl. 1.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Office of Experiment Stations) ; no. 109.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Report (United States. Bureau of Agricultural Economics) ; 43.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 128.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Bureau of Animal Industry) ; 85.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 401.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 375, rev., suppl. 1.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 547.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 173.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; no. 102.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; no. 90.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 542, rev., amdt. 2.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 165.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 158.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (United States. Office of Experiment Stations) ; no. 142.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,S.R.A.--B.S. ; 56,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 152.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Service and regulatory announcements (United States. Bureau of Biological Survey) ; B.S. 18.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 160.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Report (Forest Products Laboratory (U.S.)) ; no. 950.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Porto Rico Agricultural Experiment Station) ; no. 27.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 146.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,USDA Office of Experiment Stations Bulletin. ; 180.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 166.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 60.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 206.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 449,suppl. 3.",1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 52.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 151.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Bulletin (Hawaii Agricultural Experiment Station) ; no. 45.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,Circular (United States. Bureau of Animal Industry) ; 210.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; 590.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,B.E.P.Q. (Series) ; Q. 71.,1
Biodiversity_Heritage_Library,"University of Florida, George A. Smathers Libraries",,"B.E.P.Q. (Series) ; 574, suppl. 1.",1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Document (United States. War Dept.) ; no. 274.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,British sport series.,2
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Badminton library of sports and pastimes.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,"Occasional happy thoughts, 1.",1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Memoir (Cornell University. Agricultural Experiment Station) ; 54.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Bibliothèque de l'enseignement agricole.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,"The London Library. Memoirs of William Cavendish, Duke of Newcastle and Margaret, his wife.",1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,France and England in North America ; pt. 2.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Profitable farm  no. 9.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Bibliothèque du cultivateur.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Biggle Farm Library ; 1.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Bibliothek für Sport und Spiel ; no 21.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,The Aldine readers.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,His France and England in North America ; pt. 5.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Live stock handbooks ; no. 2.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Edinburgh veterinary series.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Tudor & Stuart library.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Complete series.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Farmers' bulletin (United States. Dept. of Agriculture) ; no. 179.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Hunting library ; v. 3.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,United States. Congress. Senate. (Special session) Senate. Ex. doc. no. 1.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Veterinary medicine series ; no. 17.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Vinton's country series.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,"The American sportsman's library, ed. by C. Whitney.",1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Bulletin 76.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,The horseman library ; v. 1.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,Farmers' bulletin (United States. Dept. of Agriculture) ; no. 170.,1
Biodiversity_Heritage_Library,Webster Family Library of Veterinary Medicine (archive.org),,The Arcady library.,1
